Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,0,-3,-1,-1,-2,0,-1,-1,0
5,0,0,-1,-2,0,-1,-1,-2,0
10,-2,-2,-2,-1,-1,-3,-2,-1,0
15,0,1,-1,-1,-1,0,-1,-2,0
20,-2,0,-2,0,0,-1,0,-1,0
25,0,-2,-2,-1,-1,0,-1,-1,0
30,1,-1,0,-1,-2,-1,0,-2,0
35,-1,-1,-2,-3,-1,0,-1,-2,0
40,0,0,-2,0,1,-3,0,-1,0
45,-2,-1,-1,-1,-1,-1,-1,1,0
50,-1,-2,1,-2,-2,0,-2,0,0
55,0,-1,-1,0,0,-3,-1,-2,0
60,-2,-1,-1,-2,-1,-1,-2,0,0
65,-2,0,0,-1,0,0,0,-3,0
70,0,-1,0,-1,-1,1,-1,-1,0
75,1,-2,-2,-2,-1,0,-1,0,0
80,0,-1,0,-1,-1,0,-1,-2,0
85,-2,-1,-3,-3,-2,-3,-1,-1,0
90,-4,-2,-2,-1,-1,-1,-2,-2,0
95,-1,-1,-2,-1,1,-1,-1,-1,0
100,-1,-3,-2,-1,0,-1,-1,-1,0
105,-2,0,-1,-1,0,-1,0,0,0
110,-1,0,-1,0,-1,-1,-1,-1,0
115,-1,-1,-2,-2,-1,-2,-1,-1,0
120,-1,0,-1,-1,-2,-1,0,-2,0
125,1,-1,-2,-1,-1,-1,-2,-2,0
130,0,-1,-1,-1,-1,0,0,-2,0
135,-1,0,-1,0,0,-1,0,-1,0
140,-1,-2,-1,-2,0,1,0,-2,0
145,-2,0,-1,-1,-1,-1,0,-1,0
150,0,0,-1,-1,-2,1,-3,-1,0
155,-1,0,0,0,-2,-2,1,-1,0
160,1,-1,-1,-2,-1,-1,-2,-2,0
165,0,-1,-1,-1,0,0,-2,0,0
170,-1,-1,0,-2,0,-1,0,0,0
175,1,0,-1,-2,-1,-1,-1,0,0
180,-1,0,1,0,-2,-1,-1,0,0
185,-2,-3,-1,-1,-1,-3,-1,-2,0
190,-1,-3,-2,-1,-1,-3,-1,-2,0
195,-1,-2,-2,-1,0,-2,-2,0,0
200,0,-1,-3,-2,-1,-1,0,0,0
205,0,0,-1,-2,-1,0,-2,0,0
210,-2,-2,-1,-1,-3,-1,-1,-1,0
215,-1,0,0,0,-1,-1,0,1,0
220,-2,0,0,0,-1,-1,-1,-2,0
225,-1,-1,-1,-1,1,-1,0,0,0
230,-1,0,-3,1,1,0,0,1,0
235,-1,-2,0,-1,-2,0,-2,-2,0
240,0,-1,0,-2,-1,-2,-2,0,0
245,0,-1,0,-1,-2,-1,-2,-1,0
250,0,1,0,-2,0,-2,0,-2,0
255,-3,-2,-2,-2,0,-1,-1,-1,0
260,-1,0,-2,-1,-1,-1,-1,-2,0
