Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,-1,0,0,0,-1,-1,-1,-2,0
5,-1,-2,1,0,-1,-1,0,-1,0
10,-1,0,-1,-1,-1,-1,-1,-2,0
15,-2,0,-1,-1,0,0,-1,-1,0
20,0,-1,-3,-1,-1,0,0,0,0
25,0,-2,-1,-2,0,0,1,-1,0
30,0,-1,-1,0,-1,0,0,0,0
35,-2,0,0,0,0,-3,-2,-1,0
40,-1,-2,-1,0,0,0,-1,0,0
45,0,-2,0,-1,-2,-2,-2,-1,0
50,-1,-1,-2,0,-2,-1,0,-1,0
55,0,0,-2,-1,-2,-2,-1,-1,0
60,-1,-2,0,-1,-1,-1,-1,0,0
65,0,1,-1,-3,1,-1,-1,0,0
70,0,-1,0,-2,-2,1,-1,0,0
75,-2,-2,-1,-2,-2,-1,-1,-1,0
80,-2,-3,-1,0,-1,-1,-1,-1,0
85,-2,-1,-1,0,-2,-1,-2,-2,0
90,-1,-3,-1,-2,1,-1,1,-1,0
95,0,-1,-1,-1,-1,-1,-1,-1,0
100,-2,-2,-1,-1,-1,-2,-1,-3,0
105,-2,-2,-2,0,-1,0,-2,-1,0
110,-2,0,-1,-1,-1,-2,-2,0,0
115,0,-2,-1,-1,-1,-1,0,0,0
120,-1,-1,-1,-2,-3,-1,-1,0,0
125,-1,-1,0,-1,1,0,-1,-1,0
130,0,-1,-1,0,-3,-1,1,-2,0
135,0,-1,-2,0,-1,-1,-1,0,0
140,-1,0,-2,0,-1,0,-1,-1,0
145,-1,-1,0,-1,0,-1,-1,-2,0
150,0,0,-2,-1,0,-1,0,-1,0
155,0,0,-1,-1,-1,-1,-1,-1,0
160,0,0,-1,-1,0,0,-1,-1,0
165,0,-1,-2,-2,-1,0,-1,-1,0
170,-2,-1,-2,0,1,0,-1,-2,0
175,-1,-1,-1,-2,-1,-1,-2,-2,0
180,-2,-3,-2,-2,-2,-2,0,-2,0
185,-1,-2,-1,-2,-2,-1,-1,0,0
190,-1,-2,0,1,-2,-1,-1,0,0
195,-2,-1,0,-1,-1,-1,-2,-1,0
200,-2,-2,-1,0,-1,-1,-1,-2,0
205,-1,-2,-2,-1,-2,-1,-2,-2,0
210,-2,0,-1,0,-1,-1,-2,-1,0
215,-2,-1,0,-1,-1,-1,0,-2,0
220,0,0,-2,0,0,-2,0,0,0
225,-2,0,0,-1,-3,-1,0,-1,0
230,1,-1,-2,-3,-2,0,-1,1,0
235,-2,-2,0,1,-1,0,-1,-2,0
240,-2,-2,-1,-1,-2,0,-1,-1,0
245,0,0,-3,-1,-1,-1,0,-1,0
250,1,-2,-1,-1,-1,-1,1,0,0
255,-1,-1,-3,-2,-1,0,0,-2,0
260,0,-1,-1,-1,0,-1,-2,-1,0
265,-2,-2,1,-1,0,0,-1,-1,0
270,-2,-2,-3,-2,0,-2,0,-1,0
275,-1,0,-1,-1,-2,-2,0,0,0
280,0,0,0,-3,-2,-2,-2,-1,0
285,-2,-2,-1,-1,-1,-1,-1,0,0
290,0,-1,1,-1,-1,0,-2,-2,0
295,-2,-2,-2,-2,-2,-1,-1,-1,0
300,1,-1,-2,-4,0,1,-1,0,0
305,0,-1,-2,0,-1,-1,-1,-1,0
310,-1,-1,0,-1,-1,-1,-1,-1,0
315,-1,0,-1,-1,0,-2,0,0,0
320,-2,-1,1,-1,-2,0,0,-1,0
325,-3,-2,-1,0,1,-2,-1,-2,0
330,-3,-1,0,1,-1,-1,-1,-1,0
335,-1,-1,-2,-1,-1,0,-2,0,0
340,-2,0,-1,0,0,-1,-1,0,0
345,-1,-1,-1,0,0,-2,-1,-2,0
350,-1,-1,-1,-1,-1,-3,-1,-1,0
355,-2,-1,-1,-2,-1,-2,-1,-1,0
360,0,0,-2,0,-2,-2,2,-2,0
365,-1,0,-2,-1,-2,-2,-1,-1,0
370,-1,-1,-1,-1,-2,0,-3,-1,0
375,0,-2,-1,-1,-2,-1,-3,0,0
380,-1,-3,-2,-1,-1,0,-2,-3,0
385,-2,-2,-1,-1,-1,0,-1,0,0
390,-2,-2,-1,-1,0,-1,-1,0,0
395,-1,-1,-2,-1,0,-1,-1,-1,0
400,-3,-2,0,-1,-1,0,0,-2,0
405,-1,-1,-1,-2,-1,0,-1,-1,0
410,2,-2,-2,-1,-2,0,-1,0,0
415,-2,-2,0,-1,0,0,0,-1,0
420,-1,-1,-1,-2,-1,0,-1,0,0
425,0,-1,-1,-1,-1,-1,-2,0,0
430,-2,0,-2,-1,-1,-1,1,0,0
435,0,-2,-1,-1,-2,-2,-1,-1,0
440,0,-1,0,-1,-1,-1,-1,1,0
445,0,0,0,-1,-1,-2,-1,0,0
450,-2,-1,0,-1,-1,0,-2,-1,0
455,0,-4,-1,-2,-1,0,-1,-1,0
460,1,-2,0,-2,-1,-3,-2,-2,0
465,-1,-2,0,0,-2,-1,0,-1,0
470,-2,-2,-1,-1,0,-3,-2,-1,0
475,0,0,-1,-1,0,-1,-2,-3,0
480,-2,-1,-1,0,0,0,-1,-1,0
485,0,-1,-1,-3,-1,-1,-1,-1,0
490,-2,-2,-2,-1,-1,0,0,-1,0
495,-1,2,-1,-1,-1,-1,-1,-2,0
500,-1,-1,-1,-2,-1,1,-2,-2,0
505,-2,1,-1,-2,-2,0,-2,-2,0
510,0,-2,-1,-1,-1,-1,0,-2,0
515,-2,-2,-2,-2,-1,0,-1,0,0
520,0,-1,-2,-1,-1,-2,0,-1,0
525,0,0,-2,0,0,-2,-1,-1,0
530,0,-1,0,-2,-1,-1,-1,-2,0
535,1,0,-1,0,0,-2,-1,-1,0
540,-1,-1,-1,-2,-1,-1,-3,-2,0
545,-1,-2,-1,0,-1,-1,0,-1,0
550,0,0,-2,-1,0,0,-2,0,0
555,-1,-3,-1,0,0,-1,0,-1,0
560,-2,0,0,0,-1,-1,-1,-1,0
565,0,-2,-1,-2,0,0,0,-2,0
570,-2,-2,0,-1,-1,0,-1,-2,0
575,-1,-2,-2,-1,-1,-1,-2,1,0
580,0,-3,-2,0,0,-1,-1,0,0
585,-3,-1,0,-1,-1,-1,-1,0,0
590,-1,-1,-1,-2,-1,-1,-1,-1,0
595,-2,0,0,-1,0,0,-1,-1,0
600,-1,-2,-2,1,-2,-2,-1,-1,0
605,-1,-1,-3,-1,-1,-3,-3,-1,0
610,-2,1,0,0,-1,0,-1,-1,0
615,-2,-1,-2,-1,0,-3,0,0,0
620,0,-2,-2,0,0,0,-2,-1,0
625,0,-2,-1,-1,0,0,0,-2,0
630,0,-1,-1,1,-1,-2,-3,1,0
635,0,0,-1,-2,-1,-1,0,0,0
640,-1,1,1,-1,-1,-1,2,-1,0
645,-2,0,-1,-2,-1,-2,0,0,0
650,0,-1,-1,-1,-1,-1,1,-1,0
655,0,-2,0,-1,-2,-1,-2,-2,0
660,-2,-3,-2,-1,0,1,-2,-1,0
665,-1,-2,0,0,-1,-1,-1,-1,0
670,-2,0,0,-2,0,-2,1,-4,0
675,-1,-1,-2,0,-2,-1,-1,-1,0
680,-1,-2,-1,-1,-2,1,-2,-1,0
685,-2,-1,-1,-2,0,1,-1,-1,0
690,-1,-2,-2,-1,0,-1,-1,-2,0
695,-2,-1,0,-1,-2,-2,-2,-1,0
700,-2,-2,-2,-2,0,-2,0,1,0
705,0,0,0,0,-2,-1,0,-2,0
710,-1,0,-1,-1,0,-3,0,-4,0
715,1,-3,-1,-3,-2,1,-4,3,0
720,0,-2,-1,0,-2,0,-1,-1,0
725,0,-2,-1,-2,-2,-5,-2,0,0
730,-1,-2,-2,-1,-1,0,0,-1,0
735,-1,-1,-1,1,-2,-1,-1,-3,0
740,-3,0,-1,-1,1,-3,0,-3,0
745,-3,-2,-3,0,-1,0,1,0,0
750,-1,-2,1,0,-2,-1,0,-2,0
755,0,2,-1,-1,1,-1,0,-2,0
760,-1,-1,-1,-3,0,-2,-1,0,0
765,-3,-1,-1,-2,0,-1,-1,-2,0
770,-2,-2,-1,-2,-1,1,-3,0,0
775,-1,-1,-1,-2,-2,-1,0,-1,0
780,-1,-2,0,-1,0,-2,-1,-1,0
785,-1,-2,-4,-2,-1,-1,-1,-2,0
790,-1,0,-3,-2,-3,-1,-3,0,0
795,1,2,2,1,0,1,-1,4,0
800,-2,-1,-1,0,-1,1,0,-3,0
805,-2,-2,0,-1,-4,0,-2,4,0
810,-2,-2,-1,0,-1,-1,-2,0,0
815,-2,-1,0,-2,0,-2,1,-3,0
820,-2,1,-1,0,-1,-2,-3,-2,0
825,-1,-2,0,0,0,0,-2,-2,0
830,0,-1,-1,-2,-2,-2,0,-1,0
835,-1,-2,-4,-2,-2,-3,-2,1,0
840,-1,-1,0,-1,0,-2,-1,1,0
845,0,-1,-1,0,-2,-1,-1,-1,0
850,-1,-1,0,-1,0,-1,0,1,0
855,-1,-1,-1,-1,-3,0,-1,-3,0
860,1,-1,-1,0,-3,0,-1,0,0
865,-1,-1,-1,-1,0,-2,1,-1,0
870,1,1,1,-1,-2,0,-1,-1,0
875,-2,-3,-2,0,0,-2,0,0,0
880,0,0,-1,-1,-2,0,-2,-2,0
885,0,0,0,-2,-2,-2,-2,0,0
890,-1,-1,-2,0,-1,-2,-2,-1,0
895,0,-1,0,0,0,0,2,-2,0
900,-2,-2,0,-1,-2,-2,-1,0,0
905,1,2,-2,-2,-1,-1,0,-3,0
910,-2,-1,0,-2,-1,-2,-2,-1,0
915,-2,-3,-3,-2,-1,0,-5,-2,0
920,-1,-1,-1,-1,-2,0,0,-2,0
925,0,-1,1,-1,1,0,1,-2,0
930,1,-2,-2,-1,0,0,-2,-1,0
935,1,0,-1,-2,0,0,-1,-1,0
940,-3,-1,0,-1,-2,-1,-3,-1,0
945,-3,-2,-1,-1,-1,-2,-2,-2,0
