Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,-7,-3,1,-9,1,51,-2,0,0
5,1,-10,-11,-11,-11,-48,-25,1,0
10,-1,1,9,2,13,6,30,6,0
15,-1,3,2,2,3,-4,11,-1,0
20,0,2,2,4,-3,-2,8,-5,0
25,-1,-1,2,0,-2,3,-2,-4,0
30,-1,-5,-2,-2,-4,0,-14,-4,0
35,-2,-7,-12,-4,-3,-2,-7,-2,0
40,2,1,8,1,0,-17,-9,-1,0
45,0,4,3,0,0,11,-5,-2,0
50,0,-2,9,0,-6,-11,-20,-3,0
55,-2,-1,-3,-3,0,8,-17,-2,0
60,2,1,-4,0,3,-11,-14,0,0
65,0,5,2,2,13,15,9,-1,0
70,-4,-2,-1,-6,-14,10,-23,-9,0
75,2,-4,-11,-12,0,14,35,6,0
80,-6,-7,-8,-11,-28,-5,-49,-14,0
85,5,0,4,3,11,11,55,17,0
90,1,5,-3,7,8,-13,-6,0,0
95,-1,2,3,4,7,-1,13,0,0
100,-4,-1,-3,-3,-7,-28,-7,-8,0
105,-5,4,2,3,0,24,-7,-8,0
110,-7,-5,-10,-6,8,48,23,-5,0
115,-7,-3,-2,-4,3,29,-5,-9,0
120,10,7,6,15,-25,-55,1,11,0
125,0,-3,-1,-10,4,-28,-17,-5,0
130,-1,-7,-9,-4,-8,4,-2,0,0
135,-2,-1,0,9,-3,9,-7,-1,0
140,-1,-1,-2,-12,10,18,-1,2,0
145,0,2,4,-1,4,1,-3,-1,0
150,-1,1,2,0,6,-2,-1,-1,0
155,-1,-1,-2,1,0,-7,-1,0,0
160,0,0,-2,3,-5,-12,-3,1,0
165,1,0,-5,-2,-3,-4,-1,0,0
170,-1,-2,-3,0,-3,-8,-5,-2,0
175,-1,-1,-3,-4,-2,-4,5,-2,0
180,-2,-1,0,1,-1,-5,-9,-1,0
185,-2,-5,-3,-4,-1,-5,-7,-2,0
190,-2,0,-1,-3,-4,-2,0,-4,0
195,-1,2,0,0,2,3,10,6,0
200,0,1,0,-1,-2,-2,9,0,0
205,-1,-2,1,0,2,2,3,1,0
210,1,-1,2,1,-2,-4,-6,-1,0
215,1,-3,-2,-10,-3,-4,-7,-1,0
220,1,0,0,-4,-5,-5,-1,-2,0
225,-1,-2,-4,0,-5,-8,-2,-3,0
230,-1,0,-1,0,6,-8,2,0,0
235,-4,-1,-1,-2,-5,1,0,-4,0
240,-2,-2,-2,1,-1,0,1,0,0
245,1,1,0,1,-3,-3,-3,0,0
250,1,0,-1,-2,0,3,3,0,0
255,-1,-2,-1,1,2,1,2,2,0
260,0,1,0,-1,1,-3,13,-2,0
265,-2,-2,-4,-4,-4,1,2,-2,0
270,0,-1,-1,3,8,-2,3,-1,0
275,-2,-3,-3,-7,-17,-3,-5,-4,0
280,-1,-1,-1,8,6,-5,-23,-2,0
285,0,0,-1,-13,-4,5,6,3,0
290,-1,-1,0,2,-1,2,-1,1,0
295,-1,-2,-1,-1,2,-6,-14,-2,0
300,-2,-4,-1,-4,-5,1,-4,-3,0
305,-2,0,3,4,-4,-5,-8,0,0
310,-2,0,2,0,3,0,-11,-4,0
315,0,2,0,-4,-7,4,9,0,0
320,0,-2,-3,0,3,1,-16,-1,0
325,-1,-2,1,3,7,-2,0,2,0
330,-4,0,0,-4,-7,1,-14,-6,0
335,2,2,1,3,4,2,10,12,0
340,-2,0,-2,-3,-8,-4,0,-2,0
345,-3,-2,-4,-2,-6,-2,-1,-4,0
350,-1,-1,2,6,7,-6,4,2,0
355,-5,-5,-4,-7,-6,-11,-9,-12,0
360,6,3,4,8,21,6,44,17,0
365,-2,-3,-1,-2,0,3,-28,-9,0
370,0,0,-4,0,-2,-2,-2,8,0
375,-1,-1,1,5,7,0,-10,-4,0
380,-4,-2,-2,-5,-11,-6,12,-2,0
385,0,0,2,4,11,-1,1,-4,0
390,1,-2,0,-4,-8,-3,-1,-3,0
395,-2,-1,-3,-2,1,2,5,-3,0
400,-3,-3,-2,0,3,6,-12,-6,0
405,1,0,1,0,-17,-1,2,3,0
410,-2,-3,-4,1,4,14,22,2,0
415,0,-3,-2,-3,-7,1,46,10,0
420,0,0,-1,-4,-5,7,-23,-4,0
425,-1,-1,-3,-1,8,2,12,5,0
430,0,1,3,0,-3,4,-16,-5,0
435,0,1,2,3,-11,-16,-38,-5,0
440,0,-1,1,3,8,5,-14,-2,0
445,2,-1,-5,-5,-15,-11,-14,-4,0
450,5,-1,-2,-1,5,-9,5,2,0
455,5,0,0,4,10,1,-13,-8,0
460,7,-2,-4,-6,6,1,15,-3,0
465,-1,-2,-3,0,5,15,0,-17,0
470,-6,-1,0,-2,6,19,4,-2,0
475,-9,-2,-3,-2,-3,-3,-6,0,0
480,-3,1,4,2,-2,-9,-2,20,0
485,-6,-1,-2,0,-4,1,13,12,0
490,-5,-2,-5,-3,6,-23,6,10,0
495,-1,-1,-3,-8,-7,13,8,7,0
500,-4,-1,-1,-4,-13,-15,30,-4,0
505,-6,-1,0,3,16,6,54,3,0
510,-4,-4,-5,-3,-6,-8,29,-7,0
515,-3,-2,2,1,2,-6,21,1,0
520,-2,-9,-14,-9,-19,5,2,-6,0
525,6,2,3,1,-7,1,-7,13,0
530,1,0,-2,-5,-2,3,6,-2,0
535,0,5,13,14,12,-7,-27,-34,0
540,7,1,-3,-6,-17,-20,-3,29,0
545,3,0,6,4,-3,16,-40,-13,0
550,7,-2,-2,2,9,10,21,26,0
555,-2,-4,-5,-4,-5,2,-62,-6,0
560,-11,-5,-3,-2,0,-24,-68,-27,0
565,-4,0,-1,0,5,-3,-35,8,0
570,-3,6,9,7,-19,-10,-20,-8,0
575,2,-10,-17,-19,-9,-1,56,1,0
580,7,2,2,1,15,-2,64,-2,0
585,3,-2,-4,-3,-8,-9,87,-7,0
590,5,-1,-1,2,10,16,35,-11,0
595,1,-1,-1,0,5,-4,28,5,0
600,-4,-1,2,0,-6,15,-11,-12,0
605,2,3,1,3,18,-1,39,20,0
610,-6,-1,2,-3,-6,-1,-27,-8,0
615,-3,-2,2,0,-7,58,-91,3,0
620,-3,0,3,4,3,-57,-112,-5,0
625,-11,-2,-3,-1,18,79,-125,-10,0
630,-4,3,4,8,8,-48,-80,2,0
635,-7,-3,-5,-7,-7,0,-14,6,0
640,-3,3,2,6,15,10,5,1,0
645,2,-4,-5,-5,-14,-26,40,-8,0
650,3,-7,-8,-8,-3,-1,-4,-19,0
655,15,3,4,-1,0,-10,24,16,0
660,3,1,9,11,-2,54,24,-6,0
665,0,-8,-9,-9,-40,-33,-2,6,0
670,-8,-3,-3,-8,-9,10,-5,2,0
675,-9,-1,-4,-2,-17,-38,8,-8,0
680,-6,-1,-4,-6,5,-15,35,-4,0
685,0,-1,2,1,-10,-8,18,-6,0
690,-2,0,3,5,-2,6,5,-8,0
695,2,-1,-2,3,15,-16,25,4,0
700,-4,-6,-9,-8,-18,-10,11,-6,0
705,1,-1,1,0,-5,-2,51,-5,0
710,-2,-5,-6,-3,7,4,29,-6,0
715,2,-3,2,0,-11,-29,44,2,0
720,-4,-2,-1,5,40,29,28,-12,0
725,-2,-4,-6,-10,-13,-20,-78,-9,0
730,-1,-1,-2,-3,-16,-4,-82,-1,0
735,-1,-2,-4,-3,4,16,-71,9,0
740,-5,-1,7,3,2,17,-21,7,0
745,-2,-10,-13,-5,-12,-25,12,3,0
750,-3,1,1,1,8,-10,-11,0,0
755,-4,-3,-5,-1,10,11,-38,-8,0
760,2,-2,-1,-6,-12,10,9,10,0
765,-1,4,9,12,24,2,36,2,0
